DATE,AFLT,GAZP,KMAZ,LKOH,VTBR,URKA,TRNFP,SIBN,SBER,ROSN,RASP,PMTL,PLZL,OGK1,MMBM,GMKN,OGK2,OGK5,AVAZ,MTSI,SNGS,VZRZ
20110323,74.5,223.5,77,2016.3,0.09519,224.7,38799,151.5,101.1,264.98,202.98,523,1665,1.01,1060,7235,1.4899,2.5399,30.2,251.05,30.406,1200
20110324,73.69,224.3,77.52,2051,0.09729,226.38,39400,150.65,105.09,269.2,202.59,539,1680,1.0254,1050.1,7291,1.528,2.54,30.76,251.98,30.461,1210
20110325,73.3,222.81,77.02,2046.3,0.09815,232.09,39505,151.5,106.94,267.99,199.5,539.8,1674.3,1.0211,1020.9,7495,1.55,2.55,30.998,258.68,30.39,1205
20110328,73.4,225.5,77.28,2027.5,0.09962,235.01,40564,151.12,106.23,270.7,197.84,545,1684.2,1.0142,1027.2,7555,1.5539,2.55,30.898,259.21,30.296,1200
20110329,72.2,224.01,76.5,1995,0.09796,230.5,39830,147.94,106.26,264,191.6,536.1,1661.7,0.9999,1019.9,7432,1.515,2.4958,30.12,256.01,29.887,1147.4
20110330,72.1,229.32,76.02,2032.5,0.09933,235.12,41201,148.95,106.93,264.34,191.49,539.6,1671,0.9955,1018.9,7514,1.5155,2.5356,30.103,260.1,30.27,1117
20110331,73.16,229.09,75.94,2032.7,0.0987,234.95,41821,148.77,106.65,259.99,190.31,541.1,1702.1,1.0012,1017.9,7463,1.5405,2.6701,29.898,259.48,30.816,1095
20110401,72.56,235.1,76.46,2057,0.10015,240.01,42400,150,108.72,263.9,188.7,543,1705,1.011,1010.3,7671,1.56,2.723,30.17,261.65,31.155,1054.3
20110404,72.71,237.7,75.12,2059.9,0.1003,240.8,44871,150.9,108.43,266.8,188.99,541,1686,1.0138,1007.5,7818,1.5397,2.717,30.1,260.4,31.251,1041.7
20110405,72.6,238.72,74.87,2050.1,0.0987,240.33,44871,149.25,106.85,267.5,186,560.4,1709.8,1.0026,996.8,7731,1.544,2.7,30.25,259.71,31.97,1035
20110406,72.82,239.4,75.25,2070,0.09945,245.72,45200,148.83,107.99,270,193.01,584.7,1710,1.03,977,7751,1.5355,2.7421,31.105,259.81,31.942,1060
20110407,72.6,238,75.27,2035.2,0.09741,243.48,44600,147.58,106.98,266.98,197.1,585.4,1724.3,1.04,976.1,7649,1.5359,2.73,30.3,259.2,31.48,1089
20110408,73.02,243.2,74.72,2047.1,0.09852,244.01,46120,147.45,109.1,265.64,203.71,599.9,1722,1.0345,1050,7609,1.52,2.7,30.7,261,31.525,1077.5
20110411,72.58,244,74.52,2027.6,0.09887,237.44,46001,146.8,108.48,263.7,202.3,589,1728,1.0191,1027,7615,1.51,2.659,30.699,258.43,31.39,1060.8
20110412,72.1,235.57,73.6,1980,0.09618,234.89,43490,140.61,104.88,255.35,196.07,583.3,1670.1,0.9922,1028,7560,1.4819,2.5986,30,254.5,30.441,1040
20110413,72.2,235.07,73.71,1992.1,0.0963,237.09,43485,140.36,106.29,252.75,198.41,572.9,1654.4,0.9977,1026.6,7772,1.534,2.635,30.6,256.9,30.402,1051.4
20110414,72.69,228.87,73.39,1951.2,0.0954,230.15,44091,138.89,106.43,244.66,196.75,566.7,1633.9,0.992,1020.1,7668,1.615,2.5945,29.9,254.26,29.618,1022.2
20110415,72.5,227.6,73.01,1965,0.09517,227,43016,139.3,105.92,247.69,194.47,599.5,1653,0.9895,1013.4,7705,1.634,2.5723,29.885,256.9,29.424,1026
20110418,68.12,218.91,70.61,1899.9,0.09205,220.8,40849,136.28,100.34,238.49,188,582,1609.9,0.9551,967,7360,1.5934,2.53,28.662,251.19,28.38,986.1
20110419,70.16,225.69,70.77,1949.9,0.09298,230.21,40949,138.43,101.61,249.88,189.76,571.8,1648.8,0.9706,990,7474,1.603,2.539,28.65,252.5,29.031,1000
20110420,71.3,230.51,70.8,1973,0.09391,234.99,42106,145,102.84,254.2,189,554.1,1719.2,0.98,994.9,7694,1.5904,2.5379,29.333,254.38,29.96,1036.8
20110421,70.3,235,70.68,1953.9,0.09276,233.51,42145,146.5,102.66,251.51,188.51,531.6,1777.4,0.9726,1035,7670,1.63,2.505,28.728,255.5,29.741,1036.5
20110422,70.14,236.89,70.6,1954.1,0.09499,234.3,42516,148.3,103.92,251.7,190.3,544.9,1775,0.98,1011.1,7700,1.64,2.54,28.998,256.99,29.72,1050
20110425,68.9,233.9,70.45,1939.6,0.09296,230.03,41764,146.69,101.83,246.39,188.02,549.2,1767.4,0.9689,1009.5,7533,1.6051,2.5118,28.19,254.87,29.482,1034.9
20110426,68.27,232.14,70.15,1918,0.0933,230.77,41688,141.4,101.5,247.64,185.25,535,1769.8,0.9683,1002,7679,1.5985,2.5,28.344,254.71,29.38,1023.8
20110427,67.12,231.9,68.6,1900,0.09109,229.21,41500,137.99,100.17,242.8,181.2,524.1,1788.3,0.95,996.7,7625,1.585,2.47,27.75,252.95,29.305,1026.2
20110428,68.9,231.9,67.48,1904,0.0894,232.28,40977,138.5,101.14,247.4,182.31,528,1864,0.9524,1014.8,7625,1.577,2.469,27.4,253.77,29.269,1024
